"???? ??????,??? ???????????,""??????, ??."",?????,????? ????,??????,???????,????????,????????"
01/01/2028,MTLR ,83210,9689616048,211,314,103,338,184
01/02/2028,MTLR ,45474,5436281286,139,82,159,389,143
01/03/2028,MTLR ,16097,9083804741,243,96,90,389,273
01/04/2028,MTLR ,17315,4210538126,97,293,158,286,271
01/05/2028,MTLR ,25656,3149578509,305,206,103,285,315
01/06/2028,MTLR ,17689,7408012696,155,257,150,259,137
01/07/2028,MTLR ,90213,3854491515,75,131,61,232,130
01/08/2028,MTLR ,13892,5364844854,174,112,122,276,377
01/09/2028,MTLR ,52404,4544351052,310,110,131,269,129
01/10/2028,MTLR ,37425,4472814187,170,87,106,197,216
01/11/2028,MTLR ,46042,8250082479,350,271,177,194,353
01/12/2028,MTLR ,71395,3079300791,143,176,105,211,187
01/13/2028,MTLR ,34062,4297224439,347,248,164,263,364
01/14/2028,MTLR ,16605,6377643905,159,104,74,201,322
01/15/2028,MTLR ,55138,6411421596,233,345,172,317,286
01/16/2028,MTLR ,91032,4467618507,196,247,166,301,357
01/17/2028,MTLR ,96527,6803114577,204,281,168,217,173
01/18/2028,MTLR ,93695,8494930869,256,293,68,308,176
01/19/2028,MTLR ,43507,7896548037,136,282,97,296,159
01/20/2028,MTLR ,86776,3197273185,326,118,148,309,148
01/21/2028,MTLR ,96097,6556602652,130,147,126,388,62
01/22/2028,MTLR ,35557,1303742739,107,257,100,257,121
01/23/2028,MTLR ,21768,1331149484,307,134,114,250,162
01/24/2028,MTLR ,80418,4678566886,202,330,146,296,364
01/25/2028,MTLR ,48508,6529363727,304,116,65,306,355
01/26/2028,MTLR ,88835,2383266819,168,195,101,342,317
01/27/2028,MTLR ,85514,7442627610,78,132,135,203,262
01/28/2028,MTLR ,97556,6768706983,123,92,100,199,299
01/29/2028,MTLR ,64723,5468193531,208,99,100,372,218
01/30/2028,MTLR ,10436,8216073304,317,236,110,267,285
01/31/2028,MTLR ,96199,7289955923,338,208,159,375,205
02/01/2028,MTLR ,70045,4258318090,206,187,123,300,293
02/02/2028,MTLR ,21869,7773456811,167,186,171,280,123
02/03/2028,MTLR ,23137,2596547797,216,123,73,216,171
02/04/2028,MTLR ,45819,6241842336,174,210,62,275,399
02/05/2028,MTLR ,92905,1227725041,187,347,81,336,167
02/06/2028,MTLR ,99686,1790397022,143,83,185,219,242
02/07/2028,MTLR ,74839,3546104365,77,96,118,399,375
02/08/2028,MTLR ,57152,1561969417,147,171,111,360,368
02/09/2028,MTLR ,31652,1485440305,335,254,174,271,119
02/10/2028,MTLR ,24900,4823370344,248,76,161,234,109
02/11/2028,MTLR ,69235,2762099628,111,224,183,277,227
02/12/2028,MTLR ,44609,2163774389,192,130,94,357,226
02/13/2028,MTLR ,21079,4896476528,89,107,73,279,214
02/14/2028,MTLR ,10684,6715219204,308,303,137,392,211
02/15/2028,MTLR ,28368,6967387418,199,321,183,269,209
02/16/2028,MTLR ,60246,9701992629,296,278,101,372,279
02/17/2028,MTLR ,52836,1417580638,181,75,146,241,272
02/18/2028,MTLR ,77880,2448756896,134,318,160,388,205
02/19/2028,MTLR ,35219,5773081944,165,115,156,390,276
02/20/2028,MTLR ,86067,9122288418,163,305,108,337,84
02/21/2028,MTLR ,52523,6581574573,164,99,60,251,200
02/22/2028,MTLR ,73961,1977545076,125,241,99,334,161
02/23/2028,MTLR ,26096,1757023681,186,211,165,228,171
02/24/2028,MTLR ,37444,3425930555,231,332,185,315,388
02/25/2028,MTLR ,63540,7270869296,232,137,92,304,232
02/26/2028,MTLR ,54166,9695901493,126,239,107,243,395
02/27/2028,MTLR ,69838,7842019343,233,244,75,215,128
02/28/2028,MTLR ,41943,7068170556,283,336,68,317,131
02/29/2028,MTLR ,88337,1986492710,323,71,108,303,278
03/01/2028,MTLR ,16606,9966674836,127,109,122,341,80
03/02/2028,MTLR ,90623,1726421296,235,245,146,338,287
03/03/2028,MTLR ,16236,1217958012,85,205,124,273,244
03/04/2028,MTLR ,61730,6684340520,308,103,147,348,332
03/05/2028,MTLR ,39331,4007270711,275,294,145,249,258
03/06/2028,MTLR ,76903,3493147357,205,265,133,190,296
03/07/2028,MTLR ,41230,1640995579,81,169,146,336,235
03/08/2028,MTLR ,10489,2204164254,133,227,121,294,171
03/09/2028,MTLR ,29406,3747252002,81,261,77,226,390
03/10/2028,MTLR ,98488,3418186747,168,232,120,273,379
03/11/2028,MTLR ,42854,4673751006,120,271,118,277,225
03/12/2028,MTLR ,71562,1919540764,232,92,133,333,366
03/13/2028,MTLR ,25523,1438009721,327,302,166,262,235
03/14/2028,MTLR ,63176,5843491369,235,111,150,358,323
03/15/2028,MTLR ,18016,1602102911,286,261,150,233,309
03/16/2028,MTLR ,42529,9554241268,224,106,129,386,394
03/17/2028,MTLR ,19267,2583084913,294,245,133,290,287
03/18/2028,MTLR ,90138,8105291058,166,326,88,314,77
03/19/2028,MTLR ,44082,6900414269,200,84,153,315,120
03/20/2028,MTLR ,21194,4610960311,228,128,66,273,156
03/21/2028,MTLR ,63262,3663603638,327,244,106,278,232
03/22/2028,MTLR ,16926,6209724205,294,305,102,380,365
03/23/2028,MTLR ,58303,3766369662,340,188,65,326,119
03/24/2028,MTLR ,90002,5415115880,166,219,104,237,351
03/25/2028,MTLR ,10187,9064597236,197,147,144,376,74
03/26/2028,MTLR ,18110,4302262083,331,296,122,351,343
03/27/2028,MTLR ,81952,9611013832,141,292,120,206,230
03/28/2028,MTLR ,67521,6252290043,242,222,120,378,375
03/29/2028,MTLR ,37492,6317500306,152,206,155,227,188
03/30/2028,MTLR ,71077,3544121960,246,143,89,351,197
03/31/2028,MTLR ,34507,7813665013,265,290,132,322,375
04/01/2028,MTLR ,77819,1768102160,277,216,138,263,148
04/02/2028,MTLR ,43183,6855416030,302,278,133,376,198
04/03/2028,MTLR ,87025,8114402638,286,299,95,328,186
04/04/2028,MTLR ,40660,7156832955,99,287,113,296,123
04/05/2028,MTLR ,62867,6818803005,304,319,88,334,122
04/06/2028,MTLR ,28678,9482325685,222,323,148,371,219
04/07/2028,MTLR ,61126,5678427673,184,153,80,290,311
04/08/2028,MTLR ,31131,9088767416,330,182,156,333,369
04/09/2028,MTLR ,20637,9709280643,242,220,119,270,106
04/10/2028,MTLR ,44490,3568229711,173,117,98,272,110
04/11/2028,MTLR ,46552,4747146555,293,209,115,337,369
04/12/2028,MTLR ,12559,1612258602,220,113,127,232,340
04/13/2028,MTLR ,37179,2769396365,278,249,167,396,170
04/14/2028,MTLR ,94787,7453869955,343,177,103,277,177
04/15/2028,MTLR ,88375,9109545548,272,228,100,341,222
04/16/2028,MTLR ,52622,5786986542,317,150,74,191,232
04/17/2028,MTLR ,46725,9695973695,102,107,95,232,145
04/18/2028,MTLR ,76855,9491342202,231,133,135,384,361
04/19/2028,MTLR ,68047,9608127065,322,289,171,222,217
04/20/2028,MTLR ,66320,5420904247,243,150,118,246,231
04/21/2028,MTLR ,60787,6708320039,320,243,110,357,348
04/22/2028,MTLR ,52599,8163100607,193,171,146,400,337
04/23/2028,MTLR ,89447,7706258157,203,226,111,305,200
04/24/2028,MTLR ,84141,2055202413,114,199,89,372,78
04/25/2028,MTLR ,63294,7904732040,198,303,104,341,316
04/26/2028,MTLR ,27598,5430432553,249,118,135,286,170
04/27/2028,MTLR ,42252,3291380230,243,228,63,365,260
04/28/2028,MTLR ,86423,7010163153,243,294,81,367,73
04/29/2028,MTLR ,42221,1990698446,181,103,99,372,312
04/30/2028,MTLR ,12446,5379689642,105,327,89,200,367
05/01/2028,MTLR ,69031,6194741504,77,265,147,374,258
05/02/2028,MTLR ,65481,1320076901,202,82,179,209,197
05/03/2028,MTLR ,86870,4124348007,186,275,137,226,180
05/04/2028,MTLR ,35691,3112696690,236,206,149,263,106
05/05/2028,MTLR ,15338,3826674102,85,185,176,225,329
05/06/2028,MTLR ,22367,1044694255,116,167,174,332,240
05/07/2028,MTLR ,55223,9728147637,290,171,125,357,213
05/08/2028,MTLR ,83759,3337335522,146,149,184,328,183
05/09/2028,MTLR ,17143,6651926794,104,165,171,373,337
05/10/2028,MTLR ,82672,1673645412,208,340,117,388,206
05/11/2028,MTLR ,44993,2905849856,327,129,135,324,380
05/12/2028,MTLR ,93863,6386555128,100,176,88,209,227
05/13/2028,MTLR ,48219,2199637895,322,293,176,205,101
05/14/2028,MTLR ,23640,9092886639,230,130,161,236,171
05/15/2028,MTLR ,47385,9405016569,192,243,156,257,375
05/16/2028,MTLR ,11852,5453105157,193,85,123,249,199
05/17/2028,MTLR ,47955,7311446813,238,174,110,224,89
05/18/2028,MTLR ,48997,6369592884,330,225,89,315,298
05/19/2028,MTLR ,41383,2131066957,330,201,136,223,127
05/20/2028,MTLR ,59358,1967649713,338,114,94,257,282
05/21/2028,MTLR ,22173,1901591058,165,200,175,215,348
05/22/2028,MTLR ,31271,2414266190,214,274,146,210,137
05/23/2028,MTLR ,71245,5257224503,282,172,167,322,348
05/24/2028,MTLR ,14277,2284645213,114,93,64,214,85
05/25/2028,MTLR ,27773,1915805848,342,246,123,288,375
05/26/2028,MTLR ,49153,7223784594,249,261,116,285,375
05/27/2028,MTLR ,37313,5443224259,193,188,130,329,230
05/28/2028,MTLR ,14307,5373212436,79,204,160,302,219
05/29/2028,MTLR ,23163,6530595722,285,256,173,390,252
05/30/2028,MTLR ,41744,7803503832,94,214,72,325,66
05/31/2028,MTLR ,78352,5240864453,76,346,136,249,400
06/01/2028,MTLR ,75285,5804590638,238,150,142,332,123
06/02/2028,MTLR ,11829,2132513302,268,114,112,387,339
06/03/2028,MTLR ,56337,9019610869,257,217,151,266,194
06/04/2028,MTLR ,95410,8334749672,297,96,136,373,146
06/05/2028,MTLR ,80370,5598096053,217,129,133,197,126
06/06/2028,MTLR ,32268,3114782093,320,108,68,371,132
06/07/2028,MTLR ,85729,1104140144,311,199,133,366,382
06/08/2028,MTLR ,65199,7459630573,315,287,162,223,318
06/09/2028,MTLR ,91109,7587527329,325,318,135,226,384
06/10/2028,MTLR ,87474,1181532731,255,76,91,223,133
06/11/2028,MTLR ,95897,9246953203,239,305,116,372,351
06/12/2028,MTLR ,33516,1748933440,93,273,140,339,76
06/13/2028,MTLR ,68508,9520434815,294,345,153,393,383
06/14/2028,MTLR ,21618,6691095417,319,135,154,394,356
06/15/2028,MTLR ,73505,3618038947,131,251,177,191,169
06/16/2028,MTLR ,10210,2143245714,312,332,122,285,357
06/17/2028,MTLR ,57658,6033275973,226,270,183,308,241
06/18/2028,MTLR ,24247,7879959141,130,209,69,316,230
06/19/2028,MTLR ,56592,4191518253,227,286,107,226,347
06/20/2028,MTLR ,33626,7333616123,254,249,113,203,94
06/21/2028,MTLR ,26563,9442402931,290,196,137,209,377
06/22/2028,MTLR ,90844,3387380036,337,343,142,378,112
06/23/2028,MTLR ,12065,8915115531,72,174,129,290,74
06/24/2028,MTLR ,96817,4627539615,224,198,61,282,237
06/25/2028,MTLR ,56659,3834368380,94,182,103,262,366
06/26/2028,MTLR ,94429,5479333856,189,166,180,384,82
06/27/2028,MTLR ,63777,7361124770,230,154,168,272,254
06/28/2028,MTLR ,15627,9450316329,165,160,141,331,319
06/29/2028,MTLR ,65400,3679359733,191,149,159,221,297
06/30/2028,MTLR ,40977,3999777553,73,150,98,332,107
07/01/2028,MTLR ,88993,3613513298,172,346,164,279,294
07/02/2028,MTLR ,50779,9234762660,183,170,156,287,279
07/03/2028,MTLR ,73488,6152572052,203,330,117,396,170
07/04/2028,MTLR ,43482,7098528058,80,154,66,337,183
07/05/2028,MTLR ,43537,3401460369,166,79,70,227,195
07/06/2028,MTLR ,45049,6612287651,83,214,91,278,262
07/07/2028,MTLR ,61205,8964921706,191,213,133,340,328
07/08/2028,MTLR ,60205,1610781445,206,128,154,228,192
07/09/2028,MTLR ,47046,4373109714,281,280,146,299,249
07/10/2028,MTLR ,78046,8657730195,197,197,121,376,115
07/11/2028,MTLR ,95235,9454275235,228,129,105,279,328
07/12/2028,MTLR ,95020,5747947938,113,191,78,332,356
07/13/2028,MTLR ,91464,2832224967,189,241,111,205,333
07/14/2028,MTLR ,66113,9487865747,113,332,146,246,339
07/15/2028,MTLR ,84755,7571245777,287,235,146,282,305
07/16/2028,MTLR ,73539,3368526452,186,198,152,374,150
07/17/2028,MTLR ,75660,9778930111,169,103,170,395,233
07/18/2028,MTLR ,18817,9645197309,300,99,158,289,305
07/19/2028,MTLR ,44601,3022852702,327,327,85,301,333
07/20/2028,MTLR ,63285,7932328636,231,126,142,285,257
07/21/2028,MTLR ,54628,2221877706,312,206,174,387,143
07/22/2028,MTLR ,29702,5495501391,91,246,137,289,193
07/23/2028,MTLR ,34533,3668068644,152,240,136,346,306
07/24/2028,MTLR ,44953,9621458805,294,173,62,392,216
07/25/2028,MTLR ,96795,5650658103,183,166,178,304,90
07/26/2028,MTLR ,13133,3703709097,178,271,179,257,163
07/27/2028,MTLR ,42487,1718445669,91,280,139,325,204
07/28/2028,MTLR ,83471,7926202258,180,95,99,252,155
07/29/2028,MTLR ,56430,3594753717,253,224,141,269,213
07/30/2028,MTLR ,27472,2149452681,325,130,73,385,125
07/31/2028,MTLR ,92930,5082093209,344,146,76,377,214
08/01/2028,MTLR ,66409,9765167919,281,325,100,342,107
08/02/2028,MTLR ,61240,6721906024,215,340,78,316,161
08/03/2028,MTLR ,19290,5211662070,111,290,155,330,277
08/04/2028,MTLR ,42481,6474584446,349,139,65,259,155
08/05/2028,MTLR ,63189,2423801020,347,114,179,206,340
08/06/2028,MTLR ,54209,2231879478,324,311,71,292,320
08/07/2028,MTLR ,30045,5056711940,79,272,112,285,291
08/08/2028,MTLR ,88771,6528385465,193,195,72,287,101
08/09/2028,MTLR ,40487,9895797136,292,70,117,383,253
08/10/2028,MTLR ,98415,7180403520,325,191,77,312,268
08/11/2028,MTLR ,83562,8295980075,212,139,169,249,246
08/12/2028,MTLR ,64465,7573622310,209,291,153,279,270
08/13/2028,MTLR ,99551,6120370977,162,260,136,214,137
08/14/2028,MTLR ,47783,1429742915,200,299,164,358,181
08/15/2028,MTLR ,57554,1173204855,239,320,166,240,361
08/16/2028,MTLR ,39521,3192708183,116,148,131,276,293
08/17/2028,MTLR ,11231,2145800980,318,138,151,193,267
08/18/2028,MTLR ,97434,3420313843,136,245,181,380,270
08/19/2028,MTLR ,27099,8171309584,156,246,76,304,304
08/20/2028,MTLR ,82424,9363800771,156,140,158,379,156
08/21/2028,MTLR ,71510,7790465833,286,216,88,229,227
08/22/2028,MTLR ,39004,2627832431,158,344,131,350,290
08/23/2028,MTLR ,57837,9352434227,282,231,138,349,261
08/24/2028,MTLR ,67055,7742461971,156,193,75,218,79
08/25/2028,MTLR ,26229,6844109996,249,138,183,323,232
08/26/2028,MTLR ,39172,7043434401,300,116,147,291,383
08/27/2028,MTLR ,20033,2983923632,349,347,151,375,375
08/28/2028,MTLR ,76377,6729526653,105,85,68,309,282
08/29/2028,MTLR ,80405,9149820200,105,215,112,256,141
08/30/2028,MTLR ,66398,4297631939,253,83,70,215,396
08/31/2028,MTLR ,11160,3232773172,277,204,79,229,150
09/01/2028,MTLR ,96613,8515131383,142,197,106,323,264
09/02/2028,MTLR ,33523,3764322873,149,115,78,357,288
09/03/2028,MTLR ,35436,5933409857,215,182,79,276,82
09/04/2028,MTLR ,33688,2514375953,286,308,125,213,307
09/05/2028,MTLR ,69622,4878739176,319,321,87,360,268
09/06/2028,MTLR ,62259,7555318064,303,251,182,363,97
09/07/2028,MTLR ,95135,4078229318,320,248,115,190,219
09/08/2028,MTLR ,43545,4603618314,272,179,142,347,89
09/09/2028,MTLR ,46794,9487650264,161,253,115,356,188
09/10/2028,MTLR ,56251,4170486154,193,294,178,285,385
09/11/2028,MTLR ,20157,2642238602,310,153,147,332,183
09/12/2028,MTLR ,75032,4224898538,139,121,149,238,250
09/13/2028,MTLR ,91974,7047906215,105,285,72,347,283
09/14/2028,MTLR ,89680,6761878084,280,144,118,352,148
09/15/2028,MTLR ,12599,1700042589,178,112,66,321,132
09/16/2028,MTLR ,70971,2157408266,179,314,126,292,347
09/17/2028,MTLR ,34168,9714975929,267,111,90,392,172
09/18/2028,MTLR ,92605,3838185967,79,334,111,193,129
09/19/2028,MTLR ,68518,3073875066,196,88,87,217,160
09/20/2028,MTLR ,68342,1199297751,335,137,161,304,279
09/21/2028,MTLR ,16845,9359662954,202,249,72,299,380
09/22/2028,MTLR ,93449,7438014934,101,212,116,346,246
09/23/2028,MTLR ,18333,8250657595,79,174,180,265,193
09/24/2028,MTLR ,52827,2780728629,74,174,102,204,97
09/25/2028,MTLR ,37469,1003737726,119,313,95,211,326
09/26/2028,MTLR ,11820,4741652103,170,267,141,398,215
09/27/2028,MTLR ,87958,3175723513,347,259,73,247,235
09/28/2028,MTLR ,48691,5176239530,244,267,147,344,156
09/29/2028,MTLR ,45206,6470097498,312,200,121,330,177
09/30/2028,MTLR ,90530,3786658917,294,103,160,289,335
10/01/2028,MTLR ,92819,7892673791,348,274,115,345,217
10/02/2028,MTLR ,27235,9928121609,101,218,166,260,385
10/03/2028,MTLR ,64689,9159011376,237,212,118,391,225
10/04/2028,MTLR ,20625,6001272198,160,339,79,340,161
10/05/2028,MTLR ,62488,5901018064,198,130,181,230,230
10/06/2028,MTLR ,59935,9509716401,297,174,78,276,287
10/07/2028,MTLR ,39205,9504717891,182,293,157,361,394
10/08/2028,MTLR ,92563,1281376180,178,94,104,212,368
10/09/2028,MTLR ,53561,7474810915,78,325,146,283,81
10/10/2028,MTLR ,73220,7777132941,344,201,165,389,97
10/11/2028,MTLR ,27842,2545235207,195,344,90,342,379
10/12/2028,MTLR ,74257,8358937004,71,128,149,207,351
10/13/2028,MTLR ,45389,6586034724,229,275,99,325,360
10/14/2028,MTLR ,72037,9219316340,124,223,174,312,263
10/15/2028,MTLR ,30177,4294592066,158,299,116,343,150
10/16/2028,MTLR ,33416,2409554416,268,235,66,232,299
10/17/2028,MTLR ,66582,2650038403,322,296,170,239,174
10/18/2028,MTLR ,90901,4888844446,188,147,113,233,148
10/19/2028,MTLR ,20399,7538763356,329,308,119,372,87
10/20/2028,MTLR ,16927,9640158653,124,84,71,391,239
10/21/2028,MTLR ,97927,2627276041,77,328,126,225,73
10/22/2028,MTLR ,36786,6852732710,114,74,81,379,287
10/23/2028,MTLR ,65784,6828404404,80,276,73,236,211
10/24/2028,MTLR ,55647,2780755379,244,171,136,230,164
10/25/2028,MTLR ,14193,5965358892,193,100,86,277,145
10/26/2028,MTLR ,93909,6254957013,275,179,96,253,170
10/27/2028,MTLR ,19394,7296468655,128,221,112,383,144
10/28/2028,MTLR ,78893,8930493740,89,282,69,294,147
10/29/2028,MTLR ,78687,4695787056,155,276,123,322,214
10/30/2028,MTLR ,43430,7489872755,84,324,163,347,345
10/31/2028,MTLR ,43675,5772009271,297,114,110,260,114
11/01/2028,MTLR ,51516,8238937749,271,203,87,296,209
11/02/2028,MTLR ,38520,1451382173,115,275,184,245,166
11/03/2028,MTLR ,93574,9481920675,201,198,110,327,199
11/04/2028,MTLR ,49248,7801093521,146,121,66,324,181
11/05/2028,MTLR ,60505,8892230618,248,96,153,331,382
11/06/2028,MTLR ,36984,5603724643,131,188,63,324,372
11/07/2028,MTLR ,35383,9165705591,176,109,143,254,75
11/08/2028,MTLR ,10911,2492222128,109,241,127,224,284
11/09/2028,MTLR ,49191,8267578311,251,98,109,363,71
11/10/2028,MTLR ,98259,1890432338,101,153,110,371,160
11/11/2028,MTLR ,56711,3946728542,239,172,128,259,302
11/12/2028,MTLR ,90859,2031083631,294,210,154,248,354
11/13/2028,MTLR ,30476,9672909334,242,238,131,385,312
11/14/2028,MTLR ,21320,1841401622,78,159,83,376,191
11/15/2028,MTLR ,26355,2928188127,134,342,84,247,160
11/16/2028,MTLR ,77122,1060280497,203,102,110,197,358
11/17/2028,MTLR ,79716,5171997130,252,137,104,214,64
11/18/2028,MTLR ,98560,3662963204,101,345,148,246,207
11/19/2028,MTLR ,35892,1494515161,151,206,124,321,110
11/20/2028,MTLR ,29517,7372526693,189,255,78,232,104
11/21/2028,MTLR ,47113,8470030770,156,283,62,366,154
11/22/2028,MTLR ,36085,7087106796,337,111,140,290,127
11/23/2028,MTLR ,79297,2421257534,183,176,172,231,339
11/24/2028,MTLR ,36112,6883652820,289,81,116,217,247
11/25/2028,MTLR ,12506,3759333122,311,166,179,285,256
11/26/2028,MTLR ,31589,2228476590,211,318,73,192,125
11/27/2028,MTLR ,30452,9044805945,215,149,68,255,199
11/28/2028,MTLR ,34114,7409725946,100,343,67,215,219
11/29/2028,MTLR ,90445,5749635644,199,89,147,281,81
11/30/2028,MTLR ,25958,6457122631,274,264,177,218,262
12/01/2028,MTLR ,70489,5038257262,127,115,114,260,274
12/02/2028,MTLR ,27354,3991649641,289,114,130,194,253
12/03/2028,MTLR ,79396,4318272215,268,146,155,252,381
12/04/2028,MTLR ,69631,1382155913,96,233,79,276,185
12/05/2028,MTLR ,83105,6716017974,111,93,86,198,170
12/06/2028,MTLR ,15113,9763895970,126,182,133,268,283
12/07/2028,MTLR ,77608,8335190071,340,147,128,286,243
12/08/2028,MTLR ,97535,3212751894,296,110,146,246,274
12/09/2028,MTLR ,46257,6953697788,202,298,107,292,366
12/10/2028,MTLR ,74302,8713346950,119,194,178,235,128
12/11/2028,MTLR ,68240,3307220751,339,266,184,200,107
12/12/2028,MTLR ,39435,7461271260,339,73,162,398,287
12/13/2028,MTLR ,78953,1599545669,232,232,129,292,60
12/14/2028,MTLR ,88033,9383537016,169,316,107,291,320
12/15/2028,MTLR ,10955,4465330597,114,334,181,371,213
12/16/2028,MTLR ,86377,5745897821,294,347,133,236,392
12/17/2028,MTLR ,23129,6645507591,324,303,152,376,89
12/18/2028,MTLR ,64064,5370069076,257,327,176,210,111
12/19/2028,MTLR ,96130,6216172286,163,284,128,218,126
12/20/2028,MTLR ,45492,2778807702,295,172,74,358,326
12/21/2028,MTLR ,56807,4809385530,232,159,148,299,339
12/22/2028,MTLR ,90815,8118207679,317,249,124,239,300
12/23/2028,MTLR ,58193,9541141185,289,344,114,298,222
12/24/2028,MTLR ,99358,6346989794,228,153,128,395,116
12/25/2028,MTLR ,48686,7409300342,259,235,113,355,386
12/26/2028,MTLR ,15824,7247656143,157,259,99,209,160
12/27/2028,MTLR ,54140,1116524825,335,339,118,379,104
12/28/2028,MTLR ,25244,8035847800,234,129,139,267,162
12/29/2028,MTLR ,47376,9298474505,172,248,89,348,219
12/30/2028,MTLR ,55025,7173921573,217,137,166,367,348
12/31/2028,MTLR ,95099,4866819020,219,334,141,206,332
01/01/2029,MTLR ,93880,6884841050,168,144,140,335,295
01/02/2029,MTLR ,71373,9553918233,323,314,100,252,119
01/03/2029,MTLR ,96803,4029198040,194,249,154,203,153
01/04/2029,MTLR ,36546,4247447823,229,270,63,334,77
01/05/2029,MTLR ,58290,3800929120,71,267,156,218,67
01/06/2029,MTLR ,55303,8430554719,115,330,136,379,254
01/07/2029,MTLR ,15164,1711419625,263,270,147,362,263
01/08/2029,MTLR ,64333,3086785572,165,252,165,371,78
01/09/2029,MTLR ,69222,6939093964,162,269,99,313,316
01/10/2029,MTLR ,63886,2107895700,196,136,132,314,264
01/11/2029,MTLR ,41915,6447855582,121,302,81,315,89
01/12/2029,MTLR ,18392,3659101622,288,150,145,293,161
01/13/2029,MTLR ,28908,2559698743,72,172,166,259,297
01/14/2029,MTLR ,29202,3081500500,335,159,116,218,66
01/15/2029,MTLR ,39823,5912145404,141,275,72,370,278
01/16/2029,MTLR ,49799,5731545072,338,231,140,377,259
01/17/2029,MTLR ,83610,2953655009,132,70,93,222,391
01/18/2029,MTLR ,94300,7375212101,231,297,90,280,206
01/19/2029,MTLR ,46232,6877005907,131,204,173,383,344
01/20/2029,MTLR ,95111,3889179978,129,189,119,394,222
01/21/2029,MTLR ,38103,9061239106,308,82,166,262,397
01/22/2029,MTLR ,33257,7550103023,142,329,163,302,294
01/23/2029,MTLR ,10094,4544767088,214,334,106,305,318
01/24/2029,MTLR ,41801,7696515809,131,306,139,310,375
01/25/2029,MTLR ,52531,9770358888,260,306,66,197,300
01/26/2029,MTLR ,65460,6749150060,226,316,144,351,228
01/27/2029,MTLR ,31484,2912268780,140,217,79,305,243
01/28/2029,MTLR ,13435,1931549136,153,316,69,195,302
01/29/2029,MTLR ,91412,3457936191,257,152,60,400,372
01/30/2029,MTLR ,96894,1562066243,299,195,138,259,353
01/31/2029,MTLR ,14012,8200913547,206,267,116,383,277
02/01/2029,MTLR ,41001,6667445005,235,164,84,310,124
02/02/2029,MTLR ,52849,5907388767,264,252,174,244,358
02/03/2029,MTLR ,13743,2955897400,311,197,138,275,315
02/04/2029,MTLR ,65829,4997560457,282,170,158,216,208
02/05/2029,MTLR ,82491,8521423054,95,109,150,298,331
02/06/2029,MTLR ,83767,8171461306,275,243,79,338,381
02/07/2029,MTLR ,29296,8604381065,314,341,118,208,340
02/08/2029,MTLR ,83982,9930692532,130,292,137,201,239
02/09/2029,MTLR ,65176,2293229816,308,286,145,218,113
02/10/2029,MTLR ,40771,5461665937,322,239,140,237,384
02/11/2029,MTLR ,76207,4555361992,140,271,61,300,321
02/12/2029,MTLR ,96453,1382902533,70,348,141,381,184
02/13/2029,MTLR ,68175,9056270878,93,83,84,307,123
02/14/2029,MTLR ,24424,3060892283,253,71,164,259,197
02/15/2029,MTLR ,59802,2177354144,235,234,159,310,352
02/16/2029,MTLR ,57656,1086009117,241,73,179,226,91
02/17/2029,MTLR ,86728,6561260191,110,128,183,389,153
02/18/2029,MTLR ,94368,7005319466,296,238,176,307,130
02/19/2029,MTLR ,94661,2669852476,150,178,142,343,208
02/20/2029,MTLR ,72074,9430993421,102,159,160,386,142
02/21/2029,MTLR ,93836,4232108631,296,291,83,244,352
02/22/2029,MTLR ,74597,7312952370,196,171,120,351,219
02/23/2029,MTLR ,36934,3803483607,260,291,114,335,162
02/24/2029,MTLR ,79605,5073061948,230,211,106,311,316
02/25/2029,MTLR ,95921,6777075725,99,109,145,399,108
02/26/2029,MTLR ,25452,1226242657,70,237,67,301,288
02/27/2029,MTLR ,16856,3723372976,206,323,61,225,240
02/28/2029,MTLR ,56043,4595754031,74,86,60,262,217
03/01/2029,MTLR ,46682,3760431798,319,176,103,375,395
03/02/2029,MTLR ,22689,1302727985,309,277,131,246,241
03/03/2029,MTLR ,55095,2565510126,118,349,124,321,245
03/04/2029,MTLR ,25068,5015436276,172,216,185,293,307
03/05/2029,MTLR ,99699,6147913787,339,141,171,369,168
03/06/2029,MTLR ,83478,2625048011,345,155,94,331,193
03/07/2029,MTLR ,48503,6081210422,164,129,164,397,317
03/08/2029,MTLR ,95161,4231040813,221,342,176,211,127
03/09/2029,MTLR ,25182,4881225365,173,275,139,335,344
03/10/2029,MTLR ,76197,5793221194,72,336,144,279,73
03/11/2029,MTLR ,71678,5101524949,320,232,154,319,256
03/12/2029,MTLR ,74584,7202177180,235,305,180,230,153
03/13/2029,MTLR ,81980,4479757334,311,82,178,288,338
03/14/2029,MTLR ,11335,9421621785,187,85,84,386,357
03/15/2029,MTLR ,51850,6058797387,282,123,128,202,93
03/16/2029,MTLR ,73097,5714710576,210,239,160,252,218
03/17/2029,MTLR ,38043,2428416633,122,200,172,328,73
03/18/2029,MTLR ,36318,9402554724,336,251,154,254,123
03/19/2029,MTLR ,35853,2072007779,126,259,71,350,307
03/20/2029,MTLR ,94693,3079502969,91,172,142,277,139
03/21/2029,MTLR ,86532,9522453517,197,124,68,375,209
03/22/2029,MTLR ,93922,4038886317,89,206,132,380,368
03/23/2029,MTLR ,68442,6062301563,199,271,166,194,303
03/24/2029,MTLR ,79794,9124291809,129,148,92,372,372
03/25/2029,MTLR ,76076,2346618404,317,205,131,270,363
